mp_id,emails,phones,socials
18045,Mosiichuk.Ihor@rada.gov.ua,Тел: (044) 255-23-45 (помічник),
15773,Moskalenko.Yaroslav@rada.gov.ua,Тел: (044) 599-95-18гр,
15819,Muraiev.Yevhenii@rada.gov.ua,Тел: (044) 255-41-01 (помічник),
16517,Musii.Oleh@rada.gov.ua,Тел: (044) 255-95-85,
17996,Mushak.Oleksii@rada.gov.ua,Тел: (044) 255-38-27,
18037,Nimchenko.Vasyl@rada.gov.ua,Тел: (044) 255-35-13,
17978,Naiiem.Mustafa@rada.gov.ua,Тел: (044) 255-30-15,
17666,Roman.Nasirov@rada.gov.ua,,
2370,Nasalyk.Ihor@rada.gov.ua,,
15823,Nehoi.Fedir@rada.gov.ua,Тел: (044) 255-31-42,
18122,Nedava.Oleh@rada.gov.ua,Тел: (044) 255-24-97 (помічник),
19058,nemyrovskyi@rada.gov.ua,Тел: (044) 255-35-50,
8830,Nemyria.Hryhorii@rada.gov.ua,Факс: (044) 255-49-02|Тел: (044) 255-40-36 (приймальня),
18123,Nesterenko.Vadym@rada.gov.ua,Тел: (044) 255-38-68,
15725,Nechaiev.Oleksandr@rada.gov.ua,Тел: (044) 255-28-76,
15830,Nychyporenko.Valentyn@rada.gov.ua,Тел: (044) 255-28-20,
13379,Novak.Nataliia@rada.gov.ua,Тел: (044) 255-21-20,
17108,Novynskyi.Vadym@rada.gov.ua,Тел: (044) 255-42-12,
18040,"Zlata.Ognevich@rada.gov.ua ",,
8832,odarchenko@v.rada.gov.ua,Факс: (044) 255-46-34|Тел: (044) 255-46-17,
13562,Omelianovych.Denys@rada.gov.ua,Факс: (044) 255-21-43|Тел: (044) 255-38-74,
15771,Onyshchenko.Oleksandr@rada.gov.ua,Тел: (044) 255-22-91 (помічник),
17982,Onufryk.Bohdan@rada.gov.ua,Тел: (044) 255-95-15,
18019,Opanasenko.Oleksandr@rada.gov.ua,Тел: (044) 255-95-14,
15817,Ostapchuk.Viktor@rada.gov.ua,Тел: (044) 255-26-04 (помічник),
18018,Ostrikova.Tetiana@rada.gov.ua,Тел: (044) 255-35-04,
15806,Osukhovskyy.Oleh@rada.gov.ua,Тел: (044) 255-34-84,www.odnoklassniki.ru/oleg.osukhovsky|vk.com/osuhovskiy|www.facebook.com/osuhovskyi
19622,pidberezniak@v.rada.gov.ua,Тел: (044) 255-20-77,
18025,Pidlisetskyi.Lev@rada.gov.ua,Тел: (044) 255-25-45 (помічник),
15651,Pavelko.Andrii@rada.gov.ua,Факс: (044) 255-49-40|Тел: (044) 255-42-23,
15687,Pavlenko.Rostyslav@rada.gov.ua,,
5380,Pavlenko.Yurii@rada.gov.ua,,
15741,Pavlov.Kostiantyn@rada.gov.ua,Тел: (044) 255-43-85,
15671,Palamarchuk.Mykola@rada.gov.ua,Тел: (044) 255-35-51|Факс: (044) 255-22-59*,
15670,Palatnyi.Artur@rada.gov.ua,Тел: (044) 255-31-17|Факс: (044) 255-33-32,
5464,Papiiev.Mykhailo@rada.gov.ua,Тел: (044) 255-45-12,
18124,Parasiuk.Volodymyr@rada.gov.ua,Тел: (044) 255-38-76,
11584,Parubii.Andrii@rada.gov.ua,,twitter.com/AndriyParubiy|www.facebook.com/andriy.parubiy
18125,Pastukh.Taras@rada.gov.ua,Тел: (044) 255-36-37 (помічник),
15674,Patskan.Valeriy@rada.gov.ua,Тел: (044) 255-42-17 (помічник),
8696,Pashynskyi.Serhii@rada.gov.ua,Факс: (044) 255-33-08|Тел: (044) 255-31-94,
18126,Petrenko.Oleh@rada.gov.ua,Тел: (044) 255-24-19 (помічник),
15657,Petrenko.Pavlo@rada.gov.ua,,
11131,Petiovka.Vasyl@rada.gov.ua,Тел: (044) 255-21-39 (помічник)|Факс: (044) 255-21-39*,
862,Pynzenyk.Viktor@rada.gov.ua,Тел: (044) 255-43-56,
8125,Pynzenyk.Pavlo@rada.gov.ua,Тел: (044) 255-44-99,
8838,Pysarenko.Valerii@rada.gov.ua,Тел: (044) 255-25-85 (помічник),www.pysarenko.com.ua
15680,Pober.Ihor@rada.gov.ua,Тел: (044) 255-35-59|Факс: (044) 255-29-22,
20626,pobochikh@v.rada.gov.ua,Тел: (044),
18127,Podoliak.Iryna@rada.gov.ua,Тел: (044) 255-40-84 (приймальня),
17960,Poliakov.Maksym@rada.gov.ua,Тел: (044) 255-49-77 (помічник),
18164,Pomazanov.Andrii@rada.gov.ua,Тел: (044) 255-30-71,uk.wikipedia.org/wiki/Помазанов_Андрій_Віталійович|www.facebook.com/andriy.pomazanov?fref=pb&hc_location=friends_tab&pnref=friends.all|www.youtube.com/channel/UCBK6YnrVi_anipB0EF6d0-A
15760,Ponomariov.Oleksandr@rada.gov.ua,Тел: (044) 255-38-66,
5422,Poplavskyi.Mykhailo@rada.gov.ua,Тел: (044) 255-35-32,
18042,Popov.Ihor@rada.gov.ua,Тел: (044) 255-35-11,www.facebook.com/igor.popov.5283?fref=hovercard|blogs.pravda.com.ua/authors/popov/
18128,Poroshenko.Oleksii@rada.gov.ua,Тел: (044) 255-38-87,
15800,Presman.Oleksandr@rada.gov.ua,Тел: (044) 255-46-84 (помічник),
11620,Prysyazhnyuk.А.Oleksandr@rada.gov.ua,Тел: (044) 255-23-32 (помічник)|Факс: (044) 255-23-32,
15667,Prodan.Oksana@rada.gov.ua,Тел: (044) 255-29-75 (помічник),
18022,Ptashnyk.Viktoriia@rada.gov.ua,Тел: (044) 255-29-03,ptashnyk.com.ua
15774,Rizanenko.Pavlo@rada.gov.ua,Тел: (044) 255-28-24,rizanenko.org
18032,Rabinovych.Vadym@rada.gov.ua,Тел: (044) 255-40-44,
2308,Razvadovskyi.Victor@rada.gov.ua,Тел: (044) 255-27-40,
18414,Reveha.Oleksandr@rada.gov.ua,Тел: (044) 255-45-17,
18129,Reka.Andrii@rada.gov.ua,Тел: (044) 255-31-32,
9123,Rybak.Ivan@rada.gov.ua,Тел: (044) 255-25-81 (помічник),
18053,Rybalka.Serhii@rada.gov.ua,Тел: (044) 255-21-37 (приймальня)|Факс: (044) 255-36-87,www.facebook.com/sergey.v.rybalka
18130,Rybchynskyi.Yevhen@rada.gov.ua,Тел: (044) 255-48-07,
20105,rychkova@v.rada.gov.ua,Тел: (044) 255-38-84,
18131,Rozenblat.Boryslav@rada.gov.ua,Тел: (044) 255-20-28,
3008,Rozenko.Pavlo@rada.gov.ua,,
18029,Romanova.Anna@rada.gov.ua,Тел: (044) 255-24-88 (помічник),
18245,Romanovskyi.Oleksandr@rada.gov.ua,Тел: (044) 255-91-66,
18132,Romaniuk.Viktor@rada.gov.ua,Тел: (044) 255-26-65,www.facebook.com/viktorromanyuk2012
10096,Romaniuk.Roman@rada.gov.ua,Тел: (044) 255-35-38|Факс: (044) 255-21-02*,
16430,Rudyk.Serhii@rada.gov.ua,Тел: (044) 255-43-45,rudyk.org/ua|www.facebook.com/serhiy.rudyk.3
18056,Ryabchyn.Oleksii@rada.gov.ua,Тел: (044) 255-28-06,twitter.com/alexrbchn|www.instagram.com/alexrbchn|www.facebook.com/alexrbchn
5582,Sabashuk.Petro@rada.gov.ua,Тел: (044) 255-48-01 (помічник),
20777,,Тел: (044),
19858,savrasov@v.rada.gov.ua,Тел: (044) 255-28-44,
18166,Savchenko.Nadiia@rada.gov.ua,Тел: (044) 255-33-68 (помічник),
17988,Savchenko.Oleksii@rada.gov.ua,,
15681,Savchuk.Yurii@rada.gov.ua,Тел: (044) 255-34-85,
18133,Sazhko.Serhii@rada.gov.ua,Тел: (044) 255-31-74 (помічник)|Факс: (044) 255-31-74*,
5541,Sviatash.Dmytro@rada.gov.ua,Тел: (044) 255-26-98|Факс: (044) 255-22-65*,
19405,sevriukov@rada.gov.ua,Тел: (044) 255-95-92,
18026,Semenukha.Roman@rada.gov.ua,Тел: (044) 255-26-78,
18003,Semenchenko.Semen@rada.gov.ua,Тел: (044) 255-37-10,
1908,Semerak.Ostap@rada.gov.ua,,www.prp.org.ua
18020,Sydorovych.Ruslan@rada.gov.ua,Тел: (044) 255-21-49,
17954,Sydorchuk.Vadym@rada.gov.ua,Тел: (044) 255-42-22,
18047,Sylantiev.Denys@rada.gov.ua,Тел: (044) 255-37-59,
3180,Syroid.Oksana@rada.gov.ua,Тел: (044) 255-21-09|Факс: (044) 254-08-92,
18024,Sysoienko.Iryna@rada.gov.ua,Факс: (044) 255-95-36|Тел: (044) 255-95-91,
18033,Skoryk.Mykola@rada.gov.ua,Тел: (044) 255-43-92,
18004,Oleksiy.Skrypnyk@rada.gov.ua,Тел: (044) 255-31-68,
18051,Skuratovskyi.Serhii@rada.gov.ua,Факс: (044) 255-41-11|Тел: (044) 255-46-16,
18012,soboliev_y@v.rada.gov.ua,Тел: (044) 255-34-80,blogs.pravda.com.ua/authors/sobolev/
386,Soboliev.Serhii@rada.gov.ua,Тел: (044) 255-36-06 (помічник),
18134,Solovei.Yurii@rada.gov.ua,Тел: (044) 255-91-04|Факс: (044) 255-92-27,
18135,Solod.Yurii@rada.gov.ua,Тел: (044) 255-40-49,
15769,Solvar.Ruslan@rada.gov.ua,Тел: (044) 255-34-75,solvar.com.ua
17968,Soliar.Volodymyr@rada.gov.ua,Тел: (044) 255-39-07,
18010,Sotnyk.Olena@rada.gov.ua,Тел: (044) 255-28-60,
12270,Sochka.Oleksandr@rada.gov.ua,Тел: (044) 255-95-10,
18136,Spivakovskyi.Oleksandr@rada.gov.ua,Тел: (044) 255-31-56,
18137,Sporysh.Ivan@rada.gov.ua,Тел: (044) 255-26-08,
18138,Stashuk.Vitalii@rada.gov.ua,Тел: (044) 255-46-08,
18220,Stetsenko.Dmytro@rada.gov.ua,Тел: (044) 255-95-09,
11129,Stets.Yurii@rada.gov.ua,,
17379,Storozhuk.Dmytro@rada.gov.ua,,
18139,Suhoniako.Oleksandr@rada.gov.ua,Тел: (044) 255-34-52,www.facebook.com/a.sugoniako
11097,Suprunenko.Oleksandr@rada.gov.ua,Тел: (044) 255-35-34,
11999,Suslova.Iryna@rada.gov.ua,Тел: (044) 255-44-41,
17948,Siumar.Viktoriia@rada.gov.ua,Факс: (044) 255-95-22 (приймальня)|Тел: (044) 255-95-01 (приймальня),
18142,Timish.Hryhorii@rada.gov.ua,Тел: (044) 255-30-16 (помічник),www.facebook.com/hrihoriy.timish
5486,Tarasiuk.Borys@rada.gov.ua,Тел: (044) 255-22-95 (помічник),
18140,Taruta.Serhii@rada.gov.ua,Тел: (044) 255-44-91,
17947,Teteruk.Andrii@rada.gov.ua,Тел: (044) 255-31-35,
1792,Tymoshenko.Yuliia@rada.gov.ua,Факс: (044) 255-21-33|Тел: (044) 255-21-52 (приймальня),
18141,Tymoshenko.Yurii@rada.gov.ua,Тел: (044) 255-35-72,
17950,Tymchuk.Dmytro@rada.gov.ua,Тел: (044) 255-31-98,
15676,Tkachuk.Henadii@rada.gov.ua,Тел: (044) 255-20-36,
5415,Tomenko.Mykola@rada.gov.ua,,tomenko.ua
5504,Tretiakov.Oleksandr@rada.gov.ua,Тел: (044) 255-42-72|Факс: (044) 255-42-09,
17987,Tryhubenko.Serhii@rada.gov.ua,Тел: (044) 255-38-33,
2086,Turchynov.Oleksandr@rada.gov.ua,,
9540,Ungurian.Pavlo@rada.gov.ua,Тел: (044) 255-44-52,
18143,Urbanskyi.Oleksandr@rada.gov.ua,Тел: (044) 255-34-70,
18144,Usov.Kostiantyn@rada.gov.ua,Факс: (044) 255-25-57|Тел: (044) 255-25-57 (помічник),
18145,Filatov.Borys@rada.gov.ua,,
17047,Firsov.Yehor@rada.gov.ua,,
15653,Faiermark.Serhii@rada.gov.ua,Тел: (044) 255-91-31,
15831,Fedoruk.Mykola@rada.gov.ua,Тел: (044) 255-24-96 (помічник),
5542,Feldman.Oleksandr@rada.gov.ua,Тел: (044) 255-45-14|Факс: (044) 255-40-69,
9684,Friz.Iryna@rada.gov.ua,,
18146,Frolov.Mykola@rada.gov.ua,Тел: (044) 255-28-26,
15799,Fursin.Ivan@rada.gov.ua,Тел: (044) 255-44-33,
18147,Khlan.Serhii@rada.gov.ua,Тел: (044) 255-38-94,
15785,Khmil.Mykhailo@rada.gov.ua,Факс: (044) 255-39-51*|Тел: (044) 255-39-51 (помічник),
5549,Khomutynnik.Vitalii@rada.gov.ua,Тел: (044) 255-27-59|Факс: (044) 255-20-65,
7741,Chekita.Gennadiy@rada.gov.ua,Тел: (044) 255-32-72 (помічник),
8715,Chepynoha.Vitalii@rada.gov.ua,Тел: (044) 255-23-58 (помічник),
17989,Chervakova.Olha@rada.gov.ua,Тел: (044) 255-95-04,
17979,Chernenko.Oleksandr@rada.gov.ua,Тел: (044) 255-32-22 (помічник),
18218,Chyzhmar.Yurii@rada.gov.ua,Тел: (044) 255-39-65 (помічник),
17946,Chornovol.Tetiana@rada.gov.ua,Тел: (044) 255-34-05,www.facebook.com/tchornovol|chornovol.info
2340,Chubarov.Refat@rada.gov.ua,Тел: (044) 255-43-80,
15836,Chumak.Viktor@rada.gov.ua,Тел: (044) 255-38-11 (приймальня),
15803,Shapovalov.Yurii@rada.gov.ua,Тел: (044) 255-33-85 (помічник),
20106,shakhov@v.rada.gov.ua,Тел: (044) 255-42-51,
19404,Shverk.Hryhorii@rada.gov.ua,Тел: (044) 255-26-10,
20104,shevchenko-v@v.rada.gov.ua,Тел: (044) 255-91-95,
17650,Shevchenko.L.Oleksandr@rada.gov.ua,Тел: (044) 255-43-89,
8885,Shentsev.Dmytro@rada.gov.ua,Факс: (044) 255-29-55*|Тел: (044) 255-28-38,
8473,Shynkovych.Andrii@rada.gov.ua,Тел: (044) 255-47-82,ukrmkd.com
5785,Shypko.Andrii@rada.gov.ua,Тел: (044) 255-95-83,
5399,Shkiria.Ihor@rada.gov.ua,Факс: (044) 255-39-36|Тел: (044) 255-38-86 (помічник),
15658,Shkvaryliuk.Volodymyr@rada.gov.ua,Тел: (044) 255-47-45 (помічник),
16532,Shkrum.Aliona@rada.gov.ua,Тел: (044) 255-35-66,twitter.com/aly_shkrum|www.facebook.com/profile.php?id=834764357
8889,Shlemko.Dmytro@rada.gov.ua,,
11096,Shpenov.Dmytro@rada.gov.ua,Факс: (044) 255-32-23*|Тел: (044) 255-31-38,
6548,Shurma.Ihor.Mykhailovych@rada.gov.ua,Тел: (044) 255-95-89,
2274,Shufrych.Nestor@rada.gov.ua,Тел: (044) 255-43-83,
18041,Shukhevych.Yurii-Bohdan@rada.gov.ua,Тел: (044) 255-43-38,
17980,Yuzhanina.Nina@rada.gov.ua,Факс: (044) 255-25-91|Тел: (044) 255-28-07 (приймальня),
19623,yuzkova@v.rada.gov.ua,,
18148,Yuryk.Taras@rada.gov.ua,Тел: (044) 255-43-41,
18149,Yurynets.Oksana@rada.gov.ua,Тел: (044) 255-35-60,www.facebook.com/oksana.yurynets?fref=ts
18150,Yurchyshyn.Petro@rada.gov.ua,Тел: (044) 255-30-87,
18151,Yanitskyi.Vasyl@rada.gov.ua,Тел: (044) 255-38-49,
18152,Yarynich.Kostiantyn@rada.gov.ua,Тел: (044) 255-95-86,
18153,Yarosh.Dmytro@rada.gov.ua,Тел: (044) 255-34-03,
4339,Yatsenko.Anton@rada.gov.ua,Тел: (044) 255-35-80,
11116,Arseniy.Yatsenyuk@rada.gov.ua,,www.openukraine.org
